customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,qtd_servicos_ativos,nivel_servico,partner_dependents
0230-UBYPQ,False,Male,True,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Transferência bancária (automática),36.1,2298.9,4,Serviços intermediários,Yes_No
0230-WEQUW,False,Male,False,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Transferência bancária (automática),56.6,3789.2,7,Serviço completo,Yes_No
0231-LXVAP,True,Male,False,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Cheque eletrônico,75.9,75.9,3,Serviços intermediários,No_No
0233-FTHAV,False,Female,False,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Transferência bancária (automática),79.2,4765.0,4,Serviços intermediários,No_No
0234-TEVTT,False,Female,False,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Cartão de crédito (automático),45.0,2196.3,5,Serviços intermediários,Yes_Yes
0235-KGSLC,True,Female,False,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Cartão de crédito (automático),85.55,85.55,4,Serviços intermediários,No_No
0236-HFWSV,True,Male,False,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,93.35,1444.65,5,Serviços intermediários,No_No
0237-YFUTL,False,Female,False,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Transferência bancária (automática),109.65,5405.8,8,Serviço completo,Yes_No
0238-WHBIQ,False,Male,False,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Cartão de crédito (automático),89.7,6339.3,9,Serviço completo,Yes_Yes
0239-OXEXL,False,Female,False,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Cheque enviado,84.25,3847.6,5,Serviços intermediários,No_No
0244-LGNFY,False,Female,False,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),92.65,6733.0,9,Serviço completo,Yes_Yes
0247-SLUJI,False,Male,False,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,19.7,19.7,1,Serviços básicos,Yes_Yes
0248-IPDFW,False,Female,False,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,50.1,50.1,3,Serviços intermediários,No_No
0248-PGHBZ,False,Female,True,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Transferência bancária (automática),92.45,6140.85,6,Serviço completo,No_No
0253-ZTEOB,False,Female,False,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Cheque eletrônico,79.65,3870.3,7,Serviço completo,Yes_Yes
0254-FNMCI,False,Female,False,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cheque eletrônico,109.9,7624.2,8,Serviço completo,No_No
0254-KCJGT,False,Male,False,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Cartão de crédito (automático),81.4,4354.45,8,Serviço completo,Yes_No
0254-WWRKD,False,Female,False,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Cartão de crédito (automático),50.55,3431.75,3,Serviços intermediários,Yes_Yes
0256-LTHVJ,True,Female,False,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,81.05,2227.1,3,Serviços intermediários,Yes_Yes
0257-KXZGU,False,Female,False,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Transferência bancária (automática),62.45,2045.55,5,Serviços intermediários,Yes_Yes
0257-ZESQC,True,Female,True,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),75.2,1929.35,3,Serviços intermediários,Yes_No
0258-NOKBL,False,Male,False,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Cheque eletrônico,90.4,268.45,5,Serviços intermediários,No_No
0259-GBZSH,True,Male,False,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,85.65,181.5,4,Serviços intermediários,No_No
0260-ZDLGK,True,Female,False,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cheque enviado,72.9,651.4,6,Serviço completo,No_Yes
0263-FJTQO,False,Male,False,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Cartão de crédito (automático),70.5,3486.65,6,Serviço completo,Yes_Yes
0264-CNITK,False,Female,False,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),20.1,1389.6,1,Serviços básicos,Yes_Yes
0265-EDXBD,True,Male,True,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,74.9,2303.35,3,Serviços intermediários,Yes_No
0265-PSUAE,False,Female,False,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Transferência bancária (automática),100.7,1522.7,6,Serviço completo,Yes_Yes
0266-CLZKZ,False,Female,False,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),105.65,6717.9,7,Serviço completo,Yes_Yes
0266-GMEAO,False,Male,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),114.3,8058.55,9,Serviço completo,Yes_Yes
0268-QKIWO,True,Female,False,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque eletrônico,19.75,58.85,1,Serviços básicos,No_No
0269-XFESX,False,Male,False,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cheque enviado,24.35,538.5,2,Serviços básicos,Yes_Yes
0270-THENM,False,Male,False,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Transferência bancária (automática),69.85,5102.35,7,Serviço completo,Yes_Yes
0274-JKUJR,False,Male,False,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Cheque enviado,58.85,465.7,7,Serviço completo,Yes_Yes
0277-BKSQP,False,Male,False,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,54.4,475.1,3,Serviços intermediários,Yes_Yes
0277-ORXQS,False,Male,False,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),50.55,3364.55,5,Serviços intermediários,Yes_Yes
0278-YXOOG,True,Male,False,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,21.05,113.85,1,Serviços básicos,No_No
0280-XJGEX,True,Male,False,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Transferência bancária (automática),103.7,5036.3,7,Serviço completo,No_No
0281-CNTZX,False,Male,False,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Transferência bancária (automática),19.95,1234.8,1,Serviços básicos,Yes_No
0282-NVSJS,False,Female,True,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Cheque enviado,29.3,355.9,3,Serviços intermediários,Yes_Yes
0285-INHLN,False,Male,False,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Cartão de crédito (automático),54.75,1510.3,4,Serviços intermediários,Yes_Yes
0289-IVARM,False,Female,False,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Cheque eletrônico,60.55,1982.6,5,Serviços intermediários,No_No
0292-WEGCH,False,Female,False,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,86.2,4524.05,8,Serviço completo,Yes_Yes
0295-PPHDO,True,Male,False,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,95.45,95.45,5,Serviços intermediários,No_No
0295-QVKPB,False,Male,False,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cartão de crédito (automático),63.95,318.1,5,Serviços intermediários,No_No
0297-RBCSG,False,Male,False,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Transferência bancária (automática),65.35,1231.85,5,Serviços intermediários,No_No
0298-XACET,False,Male,False,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Cheque enviado,50.2,2554.0,6,Serviço completo,Yes_Yes
0301-FIDRB,False,Female,False,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),63.8,4684.3,8,Serviço completo,Yes_Yes
0301-KOBTQ,False,Male,False,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Transferência bancária (automática),20.05,614.45,1,Serviços básicos,No_No
0302-JOIVN,True,Female,False,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Cheque eletrônico,101.15,842.9,6,Serviço completo,Yes_No
0303-UNCIP,False,Male,False,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Cheque enviado,65.0,2531.8,5,Serviços intermediários,No_No
0303-WMMRN,False,Male,False,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cheque enviado,19.25,86.05,1,Serviços básicos,No_No
0305-SQECB,False,Female,False,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Cheque enviado,36.05,402.6,4,Serviços intermediários,No_Yes
0306-JAELE,True,Male,False,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,96.1,453.4,5,Serviços intermediários,No_No
0307-BCOPK,False,Female,False,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cheque enviado,19.05,326.65,1,Serviços básicos,No_No
0308-GIQJT,False,Male,True,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Transferência bancária (automática),105.75,7382.85,7,Serviço completo,No_No
0308-IVGOK,False,Female,False,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Cartão de crédito (automático),40.4,422.6,5,Serviços intermediários,No_No
0310-MVLET,True,Female,False,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,99.15,6010.05,6,Serviço completo,Yes_Yes
0310-SUCIN,False,Female,False,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Transferência bancária (automática),84.8,6046.1,8,Serviço completo,Yes_No
0310-VQXAM,False,Male,False,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,19.85,178.8,1,Serviços básicos,No_No
0311-QYWSS,False,Female,False,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,49.45,314.6,3,Serviços intermediários,No_No
0311-UNPFF,True,Female,False,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Transferência bancária (automática),88.8,2274.35,4,Serviços intermediários,No_No
0314-TKOSI,False,Female,False,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Cheque enviado,55.15,322.9,4,Serviços intermediários,No_No
0315-LVCRK,False,Male,False,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Cheque eletrônico,84.8,888.75,4,Serviços intermediários,No_No
0318-QUUOB,True,Male,False,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,80.55,80.55,3,Serviços intermediários,Yes_No
0318-ZOPWS,False,Female,False,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Transferência bancária (automática),20.15,973.35,1,Serviços básicos,Yes_No
0319-QZTCO,False,Female,False,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Cartão de crédito (automático),58.7,168.6,4,Serviços intermediários,Yes_Yes
0320-DWVTU,False,Female,False,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Cheque enviado,99.5,5424.25,7,Serviço completo,No_No
0320-JDNQG,True,Male,False,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,99.85,2331.3,6,Serviço completo,Yes_Yes
0322-CHQRU,True,Male,False,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,45.35,89.5,2,Serviços básicos,No_No
0322-YINQP,True,Male,False,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Cheque enviado,48.55,48.55,3,Serviços intermediários,No_No
0323-XWWTN,False,Male,False,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cheque enviado,26.4,121.25,2,Serviços básicos,No_Yes
0324-BRPCJ,True,Female,True,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,100.2,6851.65,6,Serviço completo,Yes_No
0325-XBFAC,True,Male,False,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,94.7,740.3,5,Serviços intermediários,No_No
0326-VDYXE,False,Female,False,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Cheque eletrônico,97.65,6982.5,6,Serviço completo,Yes_No
0327-WFZSY,False,Male,False,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Cheque eletrônico,100.0,3835.55,6,Serviço completo,Yes_Yes
0328-GRPMV,True,Female,False,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,70.1,70.1,2,Serviços básicos,No_No
0329-GTIAJ,True,Female,False,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,97.9,315.3,6,Serviço completo,No_No
0330-BGYZE,False,Male,False,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Transferência bancária (automática),102.5,6157.6,7,Serviço completo,Yes_No
0330-IVZHA,True,Female,False,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,69.95,330.15,2,Serviços básicos,Yes_No
0334-GDDSO,True,Male,True,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,81.35,233.7,4,Serviços intermediários,No_No
0334-ZFJSR,False,Female,False,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Cartão de crédito (automático),66.05,3462.1,6,Serviço completo,Yes_No
0336-KXKFK,False,Male,False,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),61.2,4390.25,7,Serviço completo,No_No
0336-PIKEI,False,Male,True,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Transferência bancária (automática),74.4,5360.75,7,Serviço completo,Yes_No
0337-CNPZE,True,Female,False,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,106.3,4443.45,7,Serviço completo,No_No
0343-QLUZP,False,Male,False,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Transferência bancária (automática),39.6,2424.5,5,Serviços intermediários,No_No
0345-HKJVM,True,Female,False,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Cheque eletrônico,89.3,577.6,4,Serviços intermediários,No_No
0345-XMMUG,False,Female,False,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),108.9,4854.3,8,Serviço completo,Yes_No
0347-UBKUZ,False,Female,False,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,19.9,320.45,1,Serviços básicos,No_No
0348-SDKOL,True,Female,False,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),102.1,5885.4,7,Serviço completo,Yes_No
0354-VXMJC,False,Male,False,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),19.6,426.65,1,Serviços básicos,Yes_Yes
0354-WYROK,True,Female,True,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,98.9,2911.3,6,Serviço completo,Yes_Yes
0356-ERHVT,False,Male,False,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),45.9,521.9,2,Serviços básicos,Yes_No
0356-OBMAC,False,Female,True,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Transferência bancária (automática),99.9,5706.3,7,Serviço completo,No_No
0357-NVCRI,False,Female,False,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cartão de crédito (automático),20.05,471.7,1,Serviços básicos,No_Yes
0361-HJRDX,False,Female,False,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Cartão de crédito (automático),64.35,4539.6,8,Serviço completo,No_No
0362-RAOQO,False,Female,False,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),19.65,830.25,1,Serviços básicos,No_No
0362-ZBZWJ,True,Male,False,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,84.9,3067.2,4,Serviços intermediários,No_No
0363-QJVFX,True,Male,False,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),108.15,3432.9,8,Serviço completo,No_No
0363-SVHYR,False,Male,False,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),86.85,6263.8,9,Serviço completo,Yes_Yes
0365-BZUWY,False,Male,False,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,102.55,1742.5,7,Serviço completo,Yes_No
0365-GXEZS,False,Male,False,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Cheque eletrônico,78.2,1468.75,4,Serviços intermediários,Yes_No
0365-TRTPY,False,Female,False,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Transferência bancária (automática),91.2,3382.3,6,Serviço completo,No_No
0366-NQSHS,False,Male,False,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,19.35,46.35,1,Serviços básicos,No_No
0369-ZGOVK,False,Female,False,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Transferência bancária (automática),70.4,1992.2,2,Serviços básicos,Yes_Yes
0373-AIVNJ,False,Male,False,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Cheque enviado,39.55,373.0,5,Serviços intermediários,No_No
0374-AACSZ,False,Female,False,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,50.15,50.15,3,Serviços intermediários,No_No
0374-FIUCA,False,Male,False,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cartão de crédito (automático),20.4,1414.45,1,Serviços básicos,Yes_No
0374-IOEGQ,False,Female,False,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,44.6,122.7,2,Serviços básicos,No_No
0375-HVGXO,True,Female,False,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,34.7,34.7,3,Serviços intermediários,No_No
0376-OIWME,False,Male,False,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,93.6,3366.05,5,Serviços intermediários,Yes_No
0376-YMCJC,True,Male,False,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Cheque eletrônico,90.6,1943.2,5,Serviços intermediários,No_No
0377-JBKKT,False,Male,False,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Cheque enviado,57.95,1271.8,5,Serviços intermediários,Yes_Yes
